id,title_x,body,reason,refactor_type,agent,category
3080936447,[WIP] Check for any unused functions in packages/react/ and delete,"- [x] Identify files with unused functions in packages/react/src/utils/   - [x] Found duplicate story helper files (form-story-helpers.tsx and story-helpers.tsx)   - [x] StressTest.tsx is only used for development and testing   - [x] useDialog is only used by the deprecated DialogV1 component - [x] Check for unused dependencies in package.json   - [x] Verified afterframe is already in devDependencies - correctly placed - [x] Prepare code cleanup plan   - [x] Consolidate duplicate story helper files   - [x] Properly categorize development-only dependencies - [x] Execute removal of unused/duplicated code   - [x] Created new storybook-helpers.tsx file combining functionality from both duplicate files   - [x] Updated all imports across the codebase to use the new file   - [x] Removed the duplicate form-story-helpers.tsx and story-helpers.tsx files - [ ] Run tests to ensure our changes don't break any functionality   - [x] Verified tests pass for components using these utilities  Fixes #6101.  ---  💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.","The PR involves identifying and removing unused functions and duplicate files, consolidating code, and cleaning up dependencies without adding new features or fixing bugs. This is a code cleanup and restructuring effort, which fits best under 'refactor'.",Maintainability Refactoring (Cleanup / Simplification),Copilot,external quality attribute
3175982931,Refactor device template tests to separate DeviceTemplateTests project,"> [!NOTE] > Are you waiting for the changes in this PR to be merged? > It would be very helpful if you could [test the resulting artifacts](https://github.com/dotnet/maui/wiki/Testing-PR-Builds) from this PR and let us know in a comment if this change resolves your issue. Thank you!  This PR refactors the device-specific template tests from the `Microsoft.Maui.IntegrationTests` project into a new separate project called `Microsoft.Maui.DeviceTemplateTests` to improve test isolation and reliability.  ## Changes Made  ### New Project Structure - **Created** `Microsoft.Maui.DeviceTemplateTests` project with XUnit test framework - **Moved** the following test classes from IntegrationTests:   - `AppleTemplateTests` - iOS/macOS template deployment tests   - `AndroidTemplateTests` - Android template deployment tests     - `AOTTemplateTest` - AOT compilation tests for iOS/macOS  ### Framework Migration - **Converted** all tests from NUnit to XUnit framework:   - `[Test]` → `[Fact]` / `[Theory]`   - `[TestCase(...)]` → `[InlineData(...)]`   - `[SetUp]` / `[TearDown]` → Constructor / `IDisposable` pattern   - `Assert.IsTrue()` → `Assert.True()`   - `Assert.AreEqual()` → `Assert.Equal()`  ### Dependencies and Utilities - **Copied** all required base classes (`BaseBuildTest`, `BaseTemplateTests`) - **Copied** platform-specific utilities (Android/, Apple/ folders) - **Copied** XHarness utilities and other required utility classes - **Copied** test resources and embedded files - **Updated** all namespace references to use the new project namespace  ### Solution Integration - **Updated** all relevant solution files to include the new project:   - `Microsoft.Maui.sln`   - `Microsoft.Maui-dev.sln`   - `Microsoft.Maui-vscode.sln`   - `Microsoft.Maui-mac.slnf`   - `Microsoft.Maui-windows.slnf`   - `Microsoft.Maui.LegacyControlGallery.sln`  ## Benefits  - **Improved Isolation**: Device template tests can now run independently from other integration tests - **Better Reliability**: Separate project reduces failures affecting unrelated test suites - **Enhanced CI/CD**: Better suited for Helix and adhoc test runs that were previously unreliable - **Modern Framework**: XUnit provides better tooling and CI integration compared to NUnit - **Cleaner Architecture**: Clear separation between general integration tests and device-specific tests  ## Testing  - ✅ New `DeviceTemplateTests` project builds successfully - ✅ Original `IntegrationTests` project still builds without moved classes - ✅ XUnit test discovery and execution working properly - ✅ All solution files updated and building correctly  The device-specific tests themselves are expected to fail in environments without iOS/Android development tools, but the test framework and project structure are verified to work correctly.  Fixes #30209.   ---  💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",title provides conventional commit label,Structural / Architectural Refactoring,Copilot,internal quality attribute
3110865366,refactor!: Rename `DefaultNodeHome` to `NodeHome`,"## Summary  Renames the exported constant `DefaultNodeHome` to `NodeHome` in the `app` package to better reflect its actual purpose and behavior.  ## Context  The constant `DefaultNodeHome` is misleading because it's not really a ""default"" value - it's the computed home directory path that takes into account both the default location and any `--home` flag specified by the user. The name `NodeHome` more accurately describes what this variable represents.  ## Changes  - **Breaking change**: Renamed `app.DefaultNodeHome` to `app.NodeHome` - Updated variable declaration and comment in `app/init.go` - Updated all 11 references across 9 files:   - `app/app.go`   - `cmd/celestia-appd/cmd/init.go`   - `cmd/celestia-appd/cmd/modify_root_command.go`   - `cmd/celestia-appd/cmd/root.go`   - `cmd/celestia-appd/cmd/modify_root_command_multiplexer.go`   - `cmd/celestia-appd/main.go`   - `test/cmd/txsim/cli.go`   - `test/cmd/txsim/cli_test.go` - Added test case in `app/app_test.go` to verify `NodeHome` accessibility  ## Testing  - All existing tests pass - Added new test `TestNodeHome` to verify the variable is properly set and accessible - Verified no functionality is broken by the rename  ## Breaking Change Notice  This is a breaking change for external consumers that reference `app.DefaultNodeHome`. They should update their imports to use `app.NodeHome` instead.  Fixes #4846.  ---  💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",title provides conventional commit label,Readability Refactoring (Renaming / Naming Consistency),Copilot,external quality attribute
3267844578,Rename CompletePublishAsync to CompleteAsync in IPublishingActivityReporter,"This PR renames the `CompletePublishAsync` method to `CompleteAsync` on the `IPublishingActivityReporter` interface and its implementation to improve API consistency and naming clarity.  ## Background  The `IPublishingActivityReporter` interface had a method named `CompletePublishAsync` that signals when the entire publishing process has completed. However, this naming was inconsistent with other completion methods in the codebase, such as `IPublishingStep.CompleteAsync` and `PublishingTask.CompleteAsync`, which use the simpler `CompleteAsync` naming pattern.  ## Changes  - **Interface**: Renamed `CompletePublishAsync` to `CompleteAsync` in `IPublishingActivityReporter` - **Implementation**: Updated method implementation in `PublishingActivityReporter` class - **Call Sites**: Updated 2 method calls in `DistributedApplicationRunner.cs` - **Tests**: Updated 5 test method names and 10 method calls in `PublishingActivityReporterTests.cs`  ## Verification  - ✅ No naming conflicts with existing `CompleteAsync` methods (they exist on different types) - ✅ All builds compile successfully without errors or warnings - ✅ XML documentation preserved and correctly generated - ✅ No remaining references to the old method name in source code  The method signature and behavior remain unchanged - this is purely a naming improvement for consistency across the publishing API.    *This pull request was created as a result of the following prompt from Copilot chat.* > Rename the method CompletePublishAsync to CompleteAsync on the IPublishingActivityReporter and its implementation(s). Update all call sites, documentation comments, and tests accordingly to use the new method name. Ensure consistency across the codebase and verify that the new method name does not create ambiguities or conflicts with existing methods (such as other CompleteAsync overloads). >  > Steps: > - Locate the CompletePublishAsync method on IPublishingActivityReporter (and implementation, likely PublishingActivityReporter). > - Rename CompletePublishAsync to CompleteAsync in the interface and all implementing classes. > - Update all call sites in the codebase to use the new method name. > - Update any XML documentation or comments referencing CompletePublishAsync. > - Update any affected tests. > - Ensure the build passes and there are no ambiguous overloads or naming conflicts as a result of the rename. >    ---  💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.","The PR only renames a method for improved naming consistency without changing functionality, which is a refactor since it neither fixes a bug nor adds a feature.",Readability Refactoring (Renaming / Naming Consistency),Copilot,external quality attribute
3252187698,Refactor VectorStoreFactory to use registration functionality like StorageFactory,"This PR refactors the `VectorStoreFactory` class to follow the same registration-based pattern as `StorageFactory`, making the codebase more consistent and extensible.  ## Changes Made  ### 🔄 **Architectural Refactoring** - **Replaced hardcoded match/case statements** with a registry-based approach using `_vector_store_registry` - **Added factory functions** for each built-in vector store type:   - `create_lancedb_vector_store()`   - `create_azure_ai_search_vector_store()`   - `create_cosmosdb_vector_store()` - **Unified registration mechanism** - built-in vector stores now use the same registration system as custom ones  ### ✨ **New Features** - **Utility methods** following StorageFactory pattern:   - `get_vector_store_types()` - Returns list of registered vector store types   - `is_supported_vector_store_type()` - Checks if a vector store type is supported - **Enhanced registration** - Supports both callable factory functions and direct class types  ### 🔒 **Backward Compatibility** - ✅ All existing `create_vector_store()` calls continue to work unchanged - ✅ Original `register()` method signature still supports direct class registration - ✅ `vector_store_types` attribute maintained for legacy code access - ✅ Both enum and string-based vector store type parameters supported  ### 📝 **Example Usage** ```python from graphrag.vector_stores.factory import VectorStoreFactory, VectorStoreType  # Existing usage continues to work vector_store = VectorStoreFactory().create_vector_store(     VectorStoreType.LanceDB,      {""collection_name"": ""test"", ""db_uri"": ""/tmp/db""} )  # New utility methods available_types = VectorStoreFactory.get_vector_store_types() is_supported = VectorStoreFactory.is_supported_vector_store_type(""lancedb"")  # Custom registration (enhanced) def create_my_vector_store(**kwargs):     return MyVectorStore(**kwargs)  VectorStoreFactory.register(""my_store"", create_my_vector_store) ```  ### 🧪 **Testing** Added comprehensive test suite with 10 test cases covering: - Built-in vector store creation - Custom vector store registration (both function and class-based) - Backward compatibility scenarios - Error handling for unknown types - Utility method functionality  ### 🎯 **Benefits** - **Consistency**: VectorStoreFactory now follows the same pattern as StorageFactory - **Extensibility**: Easier to add new vector store implementations - **Maintainability**: Cleaner, more modular code structure - **Type Safety**: Improved type annotations and error handling  Fixes #2005.   ---  💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",title provides conventional commit label,Structural / Architectural Refactoring,Copilot,internal quality attribute
3204689046,Refactor MultiEditorTabsControl to remove instance checks and improve generic design,"## Problem  The `MultiEditorTabsControl` contained instance checks (`instanceof`) against specific filtered editor group model implementations (`UnstickyEditorGroupModel` and `StickyEditorGroupModel`), creating unwanted coupling between the generic tabs control and specific model implementations.  ```typescript // Before: Problematic instance checks let targetEditorIndex = this.tabsModel instanceof UnstickyEditorGroupModel      ? targetTabIndex + this.groupView.stickyCount      : targetTabIndex;  const options: IEditorOptions = {     sticky: this.tabsModel instanceof StickyEditorGroupModel &&              this.tabsModel.stickyCount === targetEditorIndex,     index: targetEditorIndex }; ```  This violated the principle of programming to interfaces and made the supposedly generic control dependent on concrete implementations.  ## Solution  Replaced instance checks with property-based logic using the `stickyCount` property available on the `IReadonlyEditorGroupModel` interface:  ```typescript // After: Generic property-based approach let targetEditorIndex = this.tabsModel.stickyCount === 0      ? targetTabIndex + this.groupView.stickyCount      : targetTabIndex;  const options: IEditorOptions = {     sticky: this.tabsModel.stickyCount > 0 &&              this.tabsModel.stickyCount === targetEditorIndex,     index: targetEditorIndex }; ```  ## Key Changes  - **Removed instance checks**: No more `instanceof` against `StickyEditorGroupModel` or `UnstickyEditorGroupModel` - **Property-based detection**: Uses `stickyCount` to determine model behavior:   - `stickyCount === 0` indicates `UnstickyEditorGroupModel`    - `stickyCount > 0` indicates `StickyEditorGroupModel` - **Cleaner imports**: Removed unnecessary imports of specific filtered model classes - **Preserved functionality**: Logic remains identical, maintaining exact same behavior  ## Benefits  - ✅ **Better architecture**: Generic control no longer coupled to specific implementations - ✅ **Interface compliance**: Only depends on `IReadonlyEditorGroupModel` interface - ✅ **Maintainability**: Future model implementations work without code changes - ✅ **Zero regression**: Comprehensive testing confirms identical behavior  This change makes the multi-editor tabs control truly generic and follows proper object-oriented design principles.   ---  💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",title provides conventional commit label,Structural / Architectural Refactoring,Copilot,internal quality attribute
3138439127,Migrate Azure.Security.KeyVault.Administration to new TypeSpec generator,"This PR migrates the Azure.Security.KeyVault.Administration library from the old TypeSpec generator to the new @azure-typespec/http-client-csharp generator.  ## Changes Made  ### Configuration Updates - **tsp-location.yaml**: Added `emitterPackageJsonPath: eng/http-client-csharp-emitter-package.json` to use the new generator - **tsp-location.yaml**: Updated commit hash to `8c709613d8fa59acfbf75321629a2beb0a39f5b5` as specified - **Azure.Security.KeyVault.Administration.csproj**: Added `false` to exclude the old AutoRest dependency  ### Generated Code Changes The migration to the new generator resulted in significant changes to the generated code structure: - **File organization**: Models moved from `Generated/Models/` to `Generated/` directory - **Naming conventions**: Updated to match new generator patterns (e.g., `KeyVaultRoleAssignment` → `RoleAssignment`) - **Client architecture**: New REST client structure with improved separation of concerns - **Serialization**: Updated serialization patterns for better performance and maintainability  ## Verification - ✅ TypeSpec code generation works correctly with new generator (`npx tsp-client update`) - ✅ All required configuration changes applied - ⚠️ Full build testing blocked by temporary Azure DevOps feed connectivity issues  The migration follows the same pattern successfully used in other libraries like `Azure.Health.Deidentification` and `Azure.Messaging.EventGrid.Namespaces`.  Fixes #50563.  > [!WARNING] > >  > Firewall rules blocked me from connecting to one or more addresses > > #### I tried to connect to the following addresses, but was blocked by firewall rules: > > - `4myvsblobprodcus32.vsblob.vsassets.io` >   - Triggering command: `dotnet restore sdk/keyvault/Azure.Security.KeyVault.Administration/src/Azure.Security.KeyVault.Administration.csproj ` (dns block) >   - Triggering command: `dotnet build sdk/keyvault/Azure.Security.KeyVault.Administration/src/Azure.Security.KeyVault.Administration.csproj /t:GenerateCode ` (dns block) > - `7tjvsblobprodcus341.vsblob.vsassets.io` >   - Triggering command: `dotnet restore sdk/keyvault/Azure.Security.KeyVault.Administration/src/Azure.Security.KeyVault.Administration.csproj ` (dns block) > - `nn8vsblobprodcus340.vsblob.vsassets.io` >   - Triggering command: `dotnet restore sdk/keyvault/Azure.Security.KeyVault.Administration/src/Azure.Security.KeyVault.Administration.csproj ` (dns block) >   - Triggering command: `dotnet build sdk/keyvault/Azure.Security.KeyVault.Administration/src/Azure.Security.KeyVault.Administration.csproj /t:GenerateCode ` (dns block) > - `pe3vsblobprodcus354.vsblob.vsassets.io` >   - Triggering command: `dotnet restore sdk/keyvault/Azure.Security.KeyVault.Administration/src/Azure.Security.KeyVault.Administration.csproj ` (dns block) >   - Triggering command: `dotnet build sdk/keyvault/Azure.Security.KeyVault.Administration/src/Azure.Security.KeyVault.Administration.csproj /t:GenerateCode ` (dns block) > - `pe4vsblobprodcus351.vsblob.vsassets.io` >   - Triggering command: `dotnet restore sdk/keyvault/Azure.Security.KeyVault.Administration/src/Azure.Security.KeyVault.Administration.csproj ` (dns block) >   - Triggering command: `dotnet build sdk/keyvault/Azure.Security.KeyVault.Administration/src/Azure.Security.KeyVault.Administration.csproj /t:GenerateCode ` (dns block) > > If you need me to access, download, or install something from one of these locations, you can either: > > - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled > - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config) > >   ---  💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.","The PR describes migrating the library to a new code generator, which involves configuration updates and changes to generated code structure and naming conventions. This is a refactor since it changes the code generation approach without adding new features or fixing bugs.",Structural / Architectural Refactoring,Copilot,internal quality attribute
3210325463,Refactor event restarter to use proper debounce pattern,"## Problem  The `register_event_restarter` function was using simple time-based filtering that would ignore events arriving too soon after a restart was already sent. This was **not** true debouncing behavior and could miss legitimate restart requests during rapid configuration changes.  ## Solution  Implemented proper debounce logic that: - **Cancels existing timers** when new events arrive - **Resets the delay** for each new event   - **Only triggers restart** after the full delay passes without any new events  ## Key Changes  ### Before (Time-based filtering) ```rust let mut last_send = Instant::now(); loop {     let cause = restart_receiver.recv().await.unwrap_or_default();     let now = Instant::now();     if now.duration_since(last_send) < Duration::from_millis(delay) {         debug!(""Ignoring restart request ({cause}) too soon after last send"");         continue; // Event discarded!     }     // Send restart immediately     event_sender.send(TransferType::Restart).await.warn(""unable to send restart"");     last_send = now; } ```  ### After (True debounce) ```rust let debounce_timer = Rc::new(RefCell::new(None::)); loop {     let cause = restart_receiver.recv().await.unwrap_or_default();          // Cancel any existing timer     if let Some(timer_id) = debounce_timer.borrow_mut().take() {         timer_id.remove();     }          // Create new timer that will trigger restart after delay     let timer_id = glib::timeout_add_local_once(Duration::from_millis(delay), move || {         // Send restart only after timer completes         event_sender.send(TransferType::Restart).await.warn(""unable to send restart"");     });          *debounce_timer.borrow_mut() = Some(timer_id); } ```  ## Behavior Examples  ### Scenario 1: Single event - Event arrives → Timer starts (1500ms) - Timer completes → Restart triggered - **Result**: 1 restart after 1500ms  ### Scenario 2: Rapid successive events   - Event 1 arrives → Timer 1 starts (1500ms) - Event 2 arrives (500ms later) → Timer 1 cancelled, Timer 2 starts (1500ms) - Event 3 arrives (300ms later) → Timer 2 cancelled, Timer 3 starts (1500ms) - Timer 3 completes → Restart triggered - **Result**: 1 restart after all events quiet for 1500ms  ### Scenario 3: Events with sufficient gaps - Event 1 arrives → Timer 1 starts (1500ms) - Timer 1 completes → Restart 1 triggered - Event 2 arrives (2000ms later) → Timer 2 starts (1500ms)   - Timer 2 completes → Restart 2 triggered - **Result**: 2 restarts, each after their respective delays  ## Technical Implementation  - Uses `glib::SourceId` for timer management (compatible with existing async infrastructure) - `Rc>>` for shared timer state - `timer_id.remove()` for timer cancellation - `glib::timeout_add_local_once()` for creating timers - Maintains all existing async patterns and error handling  ## Benefits  - **Proper debouncing**: Rapid successive events collapse into a single restart - **No missed events**: Events are never discarded, only delayed - **Better UX**: Reduces unnecessary restarts during rapid configuration changes - **Resource efficiency**: Prevents resource thrashing from multiple quick restarts - **Backward compatible**: Still respects `HYPRSHELL_RELOAD_TIMEOUT` environment variable  Fixes the reload debouncing issue mentioned in the changelog.  *This pull request was created as a result of the following prompt from Copilot chat.* > Refactor the `register_event_restarter` function in `src/start.rs` to implement a debounced event handling logic as follows: >  > - When an event is received, instead of discarding it if it arrives sooner than a specified delay, start a debounce timer (with the delay duration, default 1500ms or as per HYPRSHELL_RELOAD_TIMEOUT). > - If another event is received before the timer expires, reset the timer and wait for the full delay again. > - Only after a full delay period passes **without any new event** should the function trigger a `TransferType::Restart` via the event sender. > - This ensures that rapid successive events collapse into a single restart trigger, only after event activity has quieted for the given delay. >  > The end result should match the debounce pattern described in the prompt, using async mechanisms appropriate for the rest of the codebase.   ---  💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.",title provides conventional commit label,Structural / Architectural Refactoring,Copilot,internal quality attribute
3210327689,Refactor asset conversion/management: Move to CLI tool and enable direct WAD loading,"This PR implements a comprehensive refactoring of OpenKeeper's asset conversion and management system to address the requirements outlined in #486.  ## 🎯 Key Changes  ### 1. Standalone Asset Converter CLI - **New `AssetConverterCLI.java`**: Replaces GUI-based conversion integrated into game startup - **Command-line interface** with options for custom DK II folder, force overwrite, and skipping models - **Gradle integration**: Added `assetConverterCLI` task for easy execution - **Cross-platform friendly**: Enables Android builds without requiring runtime conversion  ```bash # Convert all assets ./gradlew assetConverterCLI  # Skip model conversion and load directly from WAD ./gradlew assetConverterCLI -PcliArgs=""--skip-models"" ```  ### 2. Direct WAD File Loading - **New `WadAssetLocator.java`**: Loads assets directly from original DK II files - **Priority system**: Extracted assets take precedence over WAD files for modding - **Support for multiple formats**:   - KMF models from `Meshes.WAD`   - Textures from `EngineTextures.dat`   - Sounds from `Sounds.WAD`  ### 3. Removed .j3o Model Generation - **Modified `ConvertModels.java`**: Extracts raw KMF files instead of converting to .j3o - **Runtime loading**: Models converted from KMF to JME objects at runtime using existing `KmfModelLoader` - **Better editability**: Raw KMF files can be viewed/modified by external tools - **Reduced storage**: Eliminates duplicate data in both KMF and .j3o formats  ### 4. Game Startup Optimization - **Modified `Main.java`**: Removed asset conversion dependency from startup - **Faster launches**: Game starts immediately without conversion delays - **Dual asset loading**: Registers both `FileLocator` (extracted) and `WadAssetLocator` (original)  ## 🚀 Benefits  ### For Users - **Instant startup**: No more waiting for asset conversion when launching the game - **Smaller disk usage**: Can skip model conversion entirely - **Better modding support**: Easy to replace individual assets while keeping others original  ### For Developers - **Cross-platform builds**: Especially important for Android deployment (#218) - **Cleaner architecture**: Asset conversion separated from game logic - **Easier testing**: Can test game without full asset conversion  ## 📋 Asset Loading Priority  1. **Extracted/converted assets** (highest priority) - Located in assets folder 2. **Original WAD files** (fallback) - Loaded directly from DK II installation   3. **Built-in defaults** (lowest priority) - Embedded in JAR  ## 🔄 Migration  **Existing users**: No action required. The game automatically uses the new priority system.  **Fresh installs**:  1. Set DK II folder in game settings 2. Optionally run `./gradlew assetConverterCLI` for faster loading  ## 📚 Documentation  Added comprehensive `ASSET_CONVERSION_REFACTOR.md` with: - Usage examples and command-line options - Migration guide for existing users - Technical implementation details - Troubleshooting information  ## ✅ Testing  - CLI argument parsing validated with automated tests - Backward compatibility maintained for existing converted assets - Asset loading priority system verified  This refactoring achieves all the goals outlined in the issue: moves conversion out of startup, enables direct WAD loading, removes .j3o generation, and maintains excellent modding support.  Fixes #486.  > [!WARNING] > >  > Firewall rules blocked me from connecting to one or more addresses > > #### I tried to connect to the following addresses, but was blocked by firewall rules: > > - `jitpack.io` >   - Triggering command: `/usr/lib/jvm/temurin-17-jdk-amd64/bin/java --add-opens=java.base/java.lang=ALL-UNNAMED --add-opens=java.base/java.lang.invoke=ALL-UNNAMED --add-opens=java.base/java.util=ALL-UNNAMED --add-opens=java.prefs/java.util.prefs=ALL-UNNAMED --add-exports=jdk.compiler/com.sun.tools.javac.api=ALL-UNNAMED --add-exports=jdk.compiler/com.sun.tools.javac.util=ALL-UNNAMED --add-opens=java.base/java.util=ALL-UNNAMED --add-opens=java.prefs/java.util.prefs=ALL-UNNAMED --add-opens=java.base/java.nio.charset=ALL-UNNAMED --add-opens=java.base/java.net=ALL-UNNAMED --add-opens=java.base/java.util.concurrent.atomic=ALL-UNNAMED --add-opens=java.xml/javax.xml.namespace=ALL-UNNAMED -XX:MaxMetaspaceSize=384m -XX:+HeapDumpOnOutOfMemoryError -Xms256m -Xmx512m -Dfile.encoding=UTF-8 -Duser.country -Duser.language=en -Duser.variant -cp /home/REDACTED/.gradle/wrapper/dists/gradle-8.14-bin/38aieal9i53h9rfe7vjup95b9/gradle-8.14/lib/gradle-daemon-main-8.14.jar -javaagent:/home/REDACTED/.gradle/wrapper/dists/gradle-8.14-bin/38aieal9i53h9rfe7vjup95b9/gradle-8.14/lib/agents/gradle-instrumentation-agent-8.14.jar org.gradle.launcher.daemon.bootstrap.GradleDaemon 8.14` (dns block) > > If you need me to access, download, or install something from one of these locations, you can either: > > - Configure [Actions setup steps](https://gh.io/copilot/actions-setup-steps) to set up my environment, which run before the firewall is enabled > - Add the appropriate URLs or hosts to my [firewall allow list](https://gh.io/copilot/firewall-config) > >   ---  💡 You can make Copilot smarter by setting up custom instructions, customizing its development environment and configuring Model Context Protocol (MCP) servers. Learn more [Copilot coding agent tips](https://gh.io/copilot-coding-agent-tips) in the docs.",title provides conventional commit label,Structural / Architectural Refactoring,Copilot,internal quality attribute
3195181090,[CoreCLR] Remove unused struct types from CoreCLR host header,"This PR removes unused struct types from the CoreCLR host header file (`src/native/clr/include/xamarin-app.hh`).  ## Analysis  I systematically analyzed all 26 struct types declared in `xamarin-app.hh` to determine which ones are actually used in the CoreCLR runtime (excluding the header file itself and the stub file `application_dso_stub.cc`).  ## Removed Structs  The following struct types were **only declared but never used** anywhere in the CoreCLR runtime:  - `BinaryTypeMapHeader` - Declared in debug mode section but not referenced anywhere - `TypeMapIndexHeader` - Declared in debug mode section but not referenced anywhere  ## Verified as Used (Kept)  All other 24 struct types are properly used in the runtime:  - **Implementation usage**: `TypeMapEntry`, `TypeMapManagedTypeInfo`, `TypeMap`, `TypeMapAssembly`, `TypeMapModuleEntry`, `TypeMapModule`, `TypeMapJava`, `CompressedAssemblyHeader`, `CompressedAssemblyDescriptor`, `AssemblyStore*`, `RuntimeProperty*`, `DSOApkEntry`, `DSOCacheEntry`, `JniRemapping*`, `AppEnvironmentVariable` - **Global variable declarations**: `ApplicationConfig` (`application_config`), `XamarinAndroidBundledAssembly` (`bundled_assemblies`), `AssemblyStoreRuntimeData` (`assembly_store`)  ## Changes  - **1 file changed, 18 deletions(-)** - Minimal surgical changes - Removed only the unused struct definitions - No functional changes to the runtime  The removed structs exist in the Mono runtime side (`src/native/mono/`) where they are actually used, but they were dead code in the CoreCLR side.  Fixes #10263.   ---  💬 Share your feedback on Copilot coding agent for the chance to win a $200 gift card! Click [here](https://survey.alchemer.com/s3/8343779/Copilot-Coding-agent) to start the survey.","The PR removes unused struct types from the codebase without adding new features or fixing bugs. This is a code cleanup and simplification, which fits the 'refactor' category as it neither fixes a bug nor adds a feature but improves code quality.",Structural / Architectural Refactoring,Copilot,internal quality attribute
